text;emotion;texto;emocao
i feel permanently heartbroken but at the same time if she were to ask me out again i would mend it right up and do it again;sadness;eu me sinto permanentemente com o coração partido, mas ao mesmo tempo se ela me convidasse para sair de novo eu consertaria tudo e faria de novo;tristeza
i started feeling like myself again but it was a pretty rotten time in between;sadness;eu comecei a me sentir como eu novamente, mas foi um tempo muito ruim no meio;tristeza
i love hanging with the kids feeling calm focused and relaxed a burgeoning garden working out spending time with friends and loved ones dinner parties celebrations creative time weekends away healthy house plants;joy;adoro ficar com as crianças sentindo-me calmo focado e relaxado um jardim florescente malhando passar tempo com amigos e entes queridos jantares celebrações tempo criativo fins de semana fora plantas saudáveis;alegria
i had to change after several months due to the fact that i didnt feel my daughter was being helped or my daughter convinced me how rotten the therapists were;joy;tive de mudar após vários meses devido ao facto de não sentir que a minha filha estava a ser ajudada ou a minha filha ter-me convencido de quão podres eram os terapeutas;alegria
i am feeling very delighted after watching the indian cricket team chasing sri lankas mammoth total of;joy;estou me sentindo muito feliz depois de ver o time de críquete indiano perseguindo o mamute total do Sri Lanka;alegria
i get the feeling that i m doing something naughty;love;tenho a sensação de que estou fazendo algo impertinente;amar
my flatmate was asking questions about my relationship with my boyfriend;anger;meu colega de apartamento estava fazendo perguntas sobre meu relacionamento com meu namorado;raiva
i returned to the ground floor feeling dazed;surprise;voltei para o térreo me sentindo atordoado;surpresa
i did indeed feel sentimental about this first home of ours together;sadness;eu realmente me senti sentimental sobre esta nossa primeira casa juntos;tristeza
i love loving people and when i get the opportunity to really show how i feel i m going to do it no matter how stupid it sounds;sadness;eu amo amar as pessoas e quando eu tiver a oportunidade de realmente mostrar como eu sinto que eu vou fazer isso não importa o quão estúpido isso pareça;tristeza
ive spent a while with i still cant make good conversation with and feel awkward around;sadness;eu passei um tempo com eu ainda não consigo ter uma boa conversa e me sinto estranho por perto;tristeza
i feel that thursday was the important first step that is needed towards helping e get better with her eating;joy;eu sinto que quinta-feira foi o primeiro passo importante que é necessário para ajudá-la a melhorar sua alimentação;alegria
i feel this ad does i m not impressed;surprise;eu sinto este anúncio não estou impressionado;surpresa
i feel that im as curious as when i was a child;surprise;eu sinto que sou tão curioso quanto quando eu era criança;surpresa
i can feel that gentle rhythm imprinted on my skin i vibrates up my arm my stomach clenches my legs squeeze i forget his own leg has somehow ended up between mine;love;posso sentir aquele ritmo suave impresso na minha pele vibra no meu braço o meu estômago aperta as minhas pernas apertam eu esqueço que a sua própria perna acabou de alguma forma entre as minhas;amar
i was feeling paranoid as fuck thinking people would be out looking for me;fear;eu estava me sentindo paranoica pra caralho pensando que as pessoas estariam procurando por mim;medo
i feel accepted for who i am;love;eu me sinto aceito por quem eu sou;amar
i feel tortured with tiredness everyday;fear;eu me sinto torturado com cansaço todos os dias;temer
i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings;anger;eu sinto que um pequeno assassinato não deveria ser punido quase tão severamente quanto seres humanos que são constantemente uma merda com outros seres humanos;raiva
i feel so thankful to have been able to be apart of the one in the bay area;joy;sinto-me tão agradecido por ter podido fazer parte daquele na área da baía;alegria
i love the way i just look into her eyes and feel assured;joy;eu amo o jeito que eu olho nos olhos dela e me sinto seguro;alegria
i have realized from this past week is that it is ok to feel heartbroken;sadness;eu percebi na semana passada é que está tudo bem se sentir de coração partido;tristeza
i have been too worried about money and the state of our industry ok and a little surgery to engage in such trips lately but for some hard to determine reason i am feeling a little more relaxed;joy;tenho estado demasiado preocupado com dinheiro e com o estado da nossa indústria ok e uma pequena cirurgia para me envolver em tais viagens ultimamente mas por alguma razão difícil de determinar estou a sentir-me um pouco mais relaxado;alegria
i think i could manage one team in jacksonville without feeling too dirty;sadness;eu acho que eu poderia gerenciar um time em jacksonville sem me sentir muito sujo;tristeza
i feel defective for not wanting what makes me a woman;sadness;me sinto defeituosa por não querer o que me faz mulher;tristeza
i ended up asking my seminar professor is it completely normal to have these alternating periods of intense paranoia at my own inadequacies and at times feeling completely self assured and annoyingly pompous and accomplished;joy;acabei por perguntar ao meu professor do seminário se é completamente normal ter estes períodos alternados de paranóia intensa com as minhas próprias inadequações e por vezes sentir-me completamente seguro e irritantemente pomposo e realizado;alegria
i actually feel really horribly vain posting this but im kinda curious;sadness;eu realmente me sinto terrivelmente vaidoso postando isso, mas estou meio curioso;tristeza
i got to know more about the three movies i feel sincere respect to the director richard linklater and the whole team of crew of creating this love story;joy;eu conheci mais sobre os três filmes sinto respeito sincero pelo diretor richard linklater e toda a equipe de criação dessa história de amor;alegria
i feel back onto my bed caring for my stinging eye;love;eu me sinto de volta na minha cama cuidando do meu olho ardendo;amar
i just feel distressed i dont know why though but i do;fear;eu só me sinto angustiado eu não sei porque, mas eu faço;temer
i feel really stressed out;sadness;eu me sinto muito estressado;tristeza
i like this photo of myself because i feel that i look more elegant in indian clothes;joy;eu gosto dessa foto minha porque eu sinto que fico mais elegante com roupas indianas;alegria
i want to thank you for making me feel a little more accepted;joy;eu quero te agradecer por me fazer sentir um pouco mais aceito;alegria
i feel stupid typing that;sadness;me sinto idiota digitando isso;tristeza
