não me senti humilhado; tristeza
estou me sentindo segura por agora; alegria
eu estava feliz por voltar lá e sabia que não seria tão ruim para sempre; tristeza
eu apenas sigo meus sonhos e meu coração e de alguma forma isso faz a vida parecer doce e trabalhar para mim; amar
sinto-me profundamente arrependido e arrependido; tristeza
eu só quero conseguir algo que me faça sentir que vale a pena sair desse buraco de depressão e angústia ridícula que sinto todos os dias; alegria
eu não acho que muitas pessoas vão entender como eu me sinto passando pela menopausa, tenho certeza que alguns vão pensar muito bem sem períodos; alegria
eu me sentiria envergonhado se não fosse tão bonito; tristeza
estou me sentindo esperançoso e muito grato pela família de apoio que tenho me ajudando nessa transição; alegria
sinto que não me convenceu; alegria
me sinto de coração partido novamente me sinto morto por dentro perdido com raiva de mim mesmo; tristeza
fico com medo sinto-me ignorado sinto-me feliz fico bobo engasgo com minhas próprias palavras faço desejos tenho sonhos e ainda quero acreditar que qualquer coisa pode acontecer neste mundo para uma garota comum como você como eu para uma garota comum como você como eu como você está; tristeza
estou me sentindo em paz, porém determinada, enquanto ouço o leve zumbido do ventilador de teto; alegria
muitas vezes me sinto tão angustiada e assustada sempre que meu filho fica doente; medo
cruzei a linha mirando mais o desenvolvedor do que o jogo e ferindo sentimentos que não precisavam ser feridos; tristeza
sinto-me grata por ele queimar em mim todos os dias dessa maneira, deixando-me saber que na escuridão da vida que uma vez levei sob meus pais, ele ressuscitou para me mostrar que não fiz nada de errado; alegria
tenho pensado na ecologia como uma metáfora para estudos de segunda língua há algum tempo, mas sinto que pensar nisso é mais elegante do que minhas palavras podem ser; alegria
eu sinto lealdade sentimental tanto quanto o próximo Joe médio que você sabe que eu sou tão propenso a apego irracional quanto qualquer garota branca super sortuda super próspera bem educada no meio exato de sua vida; tristeza
adoro fotografar essa família linda o amor que sentem um pelo outro é tão forte que irradia ao redor deles; alegria
sinto que estou tão estressado no trabalho o que faço é fugir; tristeza
Lembro-me de me sentir tão desapontado e desanimado quando percebi depois dos meus dois primeiros que a barriga do bebê em algumas mulheres i; tristeza
eu me sinto tão apaixonada sempre que assisto o filme eu amo o interesse amoroso de steve sean faris julie eu adoro a amizade deles e fiquei tão emocionada com toda a caça ao tesouro da festa do pijama, mas fora isso eu absolutamente amo a parte em que Julie fala com sua mãe; alegria
eu escrevo estas palavras eu sinto um doce bebê chutar por dentro e minha memória está refrescada eu faria qualquer coisa por esse menino; amar
preciso me sentir valorizado pessoalmente; alegria
tenho me sentido mais emocional agora, talvez porque as doenças físicas estão diminuindo; tristeza
sinto-me negligente e na recepção dela rocei-lhe o braço ao passar e ela puxou-me para trás e disse onde vais tu és muito mais importante do que aquelas pessoas mas eu estava chapado e cheio de champanhe e só podia dizer-lhe que ela era linda e que ele parecia legal; tristeza
estou me sentindo todo sentimental também e mal posso esperar para estar em vermont no natal com toda a família ryan; tristeza
eu não tenho me sentido incrivelmente apaixonado pela medicina recentemente, na verdade eu não tenho me sentido particularmente apaixonado por nada; amar
acho que deveria me sentir grato por isso; alegria
senti muita culpa por não me esforçar mais e encontrar outras soluções para continuar amamentando muito além dos últimos meses, mas com o passar do tempo me sinto contente por saber que fiz o melhor que pude com os recursos e apoio que tive na época; alegria
eu me sinto um pouco presunçoso também, assim como irritado; alegria
estou animado para essas novas mudanças porque eu realmente sinto que isso vai me ajudar a me sentir eu novamente neste mundo engraçado dos blogs; surpresa
sinto que terei sucesso; alegria
sinto que fui injustiçado; raiva
eu sinto que ela não acha que eu aprecio o que ela fez por mim e eu não poderia estar mais agradecido; alegria
tenho a sensação de que se os tablóides a ignorassem ou de alguma forma a pintassem como uma heroína ou gênio cômico, ela ficaria totalmente feliz, mesmo que as mulheres da casa estivessem chateadas; tristeza
eu li e histórias pessoais que foram compartilhadas comigo, então eu sinto que é totalmente ok compartilhar; alegria
eu continuo sem alva e noe mas digo a ela que estarei fora do curso enquanto ela estiver e depois de um tempo eu tento correr e até isso parece ok; alegria
eu estava me sentindo extremamente agitado depois de voltar para casa da China; medo
eu estava pensando em sair para jantar, mas estou sentindo que talvez não me incomode também; raiva
me sinto honrado que minha arte esteja na casa de alguém e seja apreciada diariamente; alegria
eu sinto que estou carregando ele suuuper baixo também; tristeza
eu me pergunto como é ser realmente inteligente; alegria
sinto que a castiguei por cuidar de mim; tristeza
sinto-me espancado e cansado mental e fisicamente; tristeza
afastei-me e expliquei que não podia sentir meu pênis ou pelo menos senti-lo com mais sensação do que minhas costas doloridas ou bolas latejantes ou mamilos ardendo; tristeza
eu as tenho reunido quando me sinto corajosa o suficiente e as coloco em casa debaixo dos livros; alegria
tenho certeza de que a doação teria sido rejeitada; alegria
eu estava me sentindo deprimida com a nossa infertilidade e tinha recebido uma série de anúncios de gravidez naquela semana; tristeza
eu me peguei concordando com muitos de seus pensamentos sobre como as mulheres grávidas estão erradas em se sentirem superiores às outras sobre como cada homem basicamente só quer uma mulher que o deixe fazer o que quiser; alegria
fico chocada olhando para o gêmeo Fitch mais velho; surpresa
quando minha mãe era tremenda ao telefone e conversávamos por horas, ela estava de bom humor; alegria
eu me sinto tão burra quando no começo tudo isso parece demais para minha cabeça e um pouco demais para o meu cérebro em dificuldades; tristeza
eu estava bem com isso, mas ainda pouco tenho a sensação de que meu irmão estava mais surpreso que ele gostasse de mihm, mas ele não ia ter tempo de jogar; surpresa
eu vi kyuhyun na multidão hoje enquanto eu estava passeando por apgujeong com hyunjin a mulher respirou sentindo-se um pouco cética com suas próprias palavras; medo
só preciso ter certeza de que ainda me lembro de continuar me sentindo animada e curtindo o que já estou fazendo ao longo do caminho; alegria
sinto-me virtuoso porque durante todo o dia limpei uma casa que precisava de ser esfregada e arrumada; alegria
comecei a sentir dor de estômago podre e necessidade de ir ao banheiro; tristeza
tento encontrar algo que não me faça sentir tolo; tristeza
não quero me gabar, mas me sinto bastante impressionado com minha mensagem; surpresa
não sou a única pessoa no mundo a se sentir infeliz de vez em quando; tristeza
não quero abordar este tema de forma muito leve, mas ao mesmo tempo sinto-me apreensivo em expor tudo; medo
eu ficaria apavorado por eles e aproveitaria um pouco melhor esse filme; medo
sempre sinto ciúmes; raiva
estou me sentindo bastante impressionado comigo mesmo porque fui em duas direções na linha de cima e na coluna da esquerda; surpresa
não tenho palavras para descrever o sentimento resposta ela disse que hoje faz dias que estive em um país tão lindo na Índia nunca pensei que algo assim pudesse acontecer comigo onde todos nos trataram com tanta graça, humildade e respeito; amar
sinto-me um monstro porque, enquanto atravessamos os escombros e os corpos atordoados, tudo o que penso é que precisamos encontrar uma maneira de continuar; surpresa
eu sei que você contribuiu para o meu sucesso, mas hoje estou me sentindo mesquinho o suficiente para ignorar essas contribuições; raiva
tenho usado o hard rock da deborah lippmann como base há algumas semanas e parece evitar manchas muito bem por isso estou a sentir-me suficientemente corajosa para experimentar esta ponta francesa modificada duas camadas de geleia rosa pêssego amor ao primeiro byte depois um aleatório preto com uma ferramenta pontilhada para manchas; alegria
eu termino esta nota não querendo soar triste eu me sinto positivo e feliz iv anotei isso saiu da minha cabeça para que eu possa parar de pensar e seguir em frente para fazer acontecer; alegria
sinto-me estranhamente despreocupada e livre de todo fardo e isso é absolutamente maravilhoso; alegria
eu acho que eu poderia sentir um pouco de remorso se eu perseguisse qualquer uma dessas opções agora, então eu as coloquei em banho-maria no caso de eu mudar de ideia mais tarde; tristeza
estou nervoso, mas me sentindo apaixonado; alegria
eu sinto que essa será uma série incrível e será épica no cinema; alegria
me sinto menos sozinho e mais como se pertencesse; tristeza
estou tão ciente de que, se me entregar ao meu eu ferido nos primeiros pensamentos, me sentirei impaciente e sobrecarregado e, se me certificar de que meu adulto amoroso está no comando dos segundos pensamentos amorosos, me sentirei feliz, abençoado e em paz; raiva
eu me sinto um pouco desanimado acho que ter que enviar algo sem brilho apenas para cumprir o prazo; tristeza
eu expresso esse mesmo sentimento im homofóbico chato ou em negação; tristeza
eu realmente não queria morrer, mas eu queria sair da dor que eu estava sentindo e que eu estava permitindo que os outros experimentassem me observando e me sentindo impotente para fazer qualquer coisa sobre isso; tristeza
